time_utc,region,source,event,buyer,target,percent,title,link
2026-01-16T21:52:50.756585+00:00,US,SEC,8-K,,,,8-K - Jefferies Financial Group Inc. (0000096223) (Filer),https://www.sec.gov/Archives/edgar/data/96223/000114036126001506/0001140361-26-001506-index.htm
2026-01-16T21:39:42.083766+00:00,US,SEC,8-K,,,,8-K - AMERICAN AXLE & MANUFACTURING HOLDINGS INC (0001062231) (Filer),https://www.sec.gov/Archives/edgar/data/1062231/000110465926004579/0001104659-26-004579-index.htm
2026-01-16T21:39:42.083795+00:00,US,SEC,8-K,,,,"8-K - Coeur Mining, Inc. (0000215466) (Filer)",https://www.sec.gov/Archives/edgar/data/215466/000114036126001500/0001140361-26-001500-index.htm
2026-01-16T21:39:42.083801+00:00,US,SEC,8-K,,,,8-K - Rainmaker Worldwide Inc. (0001872292) (Filer),https://www.sec.gov/Archives/edgar/data/1872292/000149315226002594/0001493152-26-002594-index.htm
2026-01-16T20:56:38.241505+00:00,US,SEC,8-K,,,,8-K - WILSON BANK HOLDING CO (0000885275) (Filer),https://www.sec.gov/Archives/edgar/data/885275/000119312526015258/0001193125-26-015258-index.htm
2026-01-16T20:40:38.558508+00:00,US,SEC,8-K,,,,"8-K - Franklin BSP Real Estate Debt, Inc. (0002035428) (Filer)",https://www.sec.gov/Archives/edgar/data/2035428/000203542826000004/0002035428-26-000004-index.htm
2026-01-16T17:50:03.122215+00:00,US,SEC,8-K,,,,"8-K - Via Renewables, Inc. (0001606268) (Filer)",https://www.sec.gov/Archives/edgar/data/1606268/000160626826000008/0001606268-26-000008-index.htm
2026-01-16T17:00:01.841328+00:00,US,SEC,8-K,,,,"8-K - NexPoint Capital, Inc. (0001588272) (Filer)",https://www.sec.gov/Archives/edgar/data/1588272/000119312526014886/0001193125-26-014886-index.htm
2026-01-16T17:00:01.841393+00:00,US,SEC,8-K,,,,8-K - WAFD INC (0000936528) (Filer),https://www.sec.gov/Archives/edgar/data/936528/000093652826000011/0000936528-26-000011-index.htm
2026-01-16T17:00:01.841405+00:00,US,SEC,8-K,,,,"8-K - PNC FINANCIAL SERVICES GROUP, INC. (0000713676) (Filer)",https://www.sec.gov/Archives/edgar/data/713676/000071367626000008/0000713676-26-000008-index.htm
2026-01-16T15:48:21.954271+00:00,US,SEC,8-K,,,,8-K - Enertopia Corp. (0001346022) (Filer),https://www.sec.gov/Archives/edgar/data/1346022/000106299326000310/0001062993-26-000310-index.htm
2026-01-16T13:51:39.998931+00:00,US,SEC,8-K,,,,8-K - BCB BANCORP INC (0001228454) (Filer),https://www.sec.gov/Archives/edgar/data/1228454/000119312526014695/0001193125-26-014695-index.htm
2026-01-16T13:51:39.998970+00:00,US,SEC,8-K,,,,8-K - BASSETT FURNITURE INDUSTRIES INC (0000010329) (Filer),https://www.sec.gov/Archives/edgar/data/10329/000143774926001385/0001437749-26-001385-index.htm
2026-01-16T13:51:39.999014+00:00,US,SEC,8-K,,,,8-K - TransDigm Group INC (0001260221) (Filer),https://www.sec.gov/Archives/edgar/data/1260221/000126022126000002/0001260221-26-000002-index.htm
2026-01-16T13:51:39.999034+00:00,US,SEC,8-K,,,,8-K - Nukkleus Inc. (0001787518) (Filer),https://www.sec.gov/Archives/edgar/data/1787518/000121390026004905/0001213900-26-004905-index.htm
2026-01-16T13:51:39.999039+00:00,US,SEC,8-K,,,,8-K - STAAR SURGICAL CO (0000718937) (Filer),https://www.sec.gov/Archives/edgar/data/718937/000119312526014681/0001193125-26-014681-index.htm
2026-01-16T11:52:37.388152+00:00,US,SEC,8-K,,,,8-K - Chemours Co (0001627223) (Filer),https://www.sec.gov/Archives/edgar/data/1627223/000119312526014624/0001193125-26-014624-index.htm
2026-01-16T11:37:52.505601+00:00,US,SEC,8-K,,,,"8-K - PNC FINANCIAL SERVICES GROUP, INC. (0000713676) (Filer)",https://www.sec.gov/Archives/edgar/data/713676/000071367626000006/0000713676-26-000006-index.htm
2026-01-16T11:37:52.505635+00:00,US,SEC,8-K,,,,8-K - Primo Brands Corp (0002042694) (Filer),https://www.sec.gov/Archives/edgar/data/2042694/000119312526014611/0001193125-26-014611-index.htm
2026-01-16T11:37:52.505675+00:00,US,SEC,8-K,,,,8-K - Uniti Group Inc. (0002020795) (Filer),https://www.sec.gov/Archives/edgar/data/2020795/000095010326000585/0000950103-26-000585-index.htm
2026-01-16T11:37:52.505687+00:00,US,SEC,8-K,,,,8-K - Callaway Golf Co (0000837465) (Filer),https://www.sec.gov/Archives/edgar/data/837465/000119312526014581/0001193125-26-014581-index.htm
2026-01-16T11:37:52.505692+00:00,US,SEC,8-K,,,,8-K - M&T BANK CORP (0000036270) (Filer),https://www.sec.gov/Archives/edgar/data/36270/000003627026000004/0000036270-26-000004-index.htm
2026-01-16T11:37:52.505710+00:00,US,SEC,8-K,,,,"8-K - Tvardi Therapeutics, Inc. (0001346830) (Filer)",https://www.sec.gov/Archives/edgar/data/1346830/000110465926004273/0001104659-26-004273-index.htm
2026-01-16T11:37:52.505717+00:00,US,SEC,8-K,,,,8-K - Data Storage Corp (0001419951) (Filer),https://www.sec.gov/Archives/edgar/data/1419951/000173112226000067/0001731122-26-000067-index.htm
2026-01-15T21:53:35.786881+00:00,US,SEC,8-K,,,,"8-K - SunCoke Energy, Inc. (0001514705) (Filer)",https://www.sec.gov/Archives/edgar/data/1514705/000151470526000002/0001514705-26-000002-index.htm
2026-01-15T21:53:35.786961+00:00,US,SEC,8-K,,,,"8-K - FiEE, Inc. (0001467761) (Filer)",https://www.sec.gov/Archives/edgar/data/1467761/000182912626000331/0001829126-26-000331-index.htm
2026-01-15T21:40:02.605390+00:00,US,SEC,8-K,,,,"8-K - Woodward, Inc. (0000108312) (Filer)",https://www.sec.gov/Archives/edgar/data/108312/000117184326000295/0001171843-26-000295-index.htm
2026-01-15T16:00:03.011563+00:00,US,SEC,8-K,,,,"8-K - QUAINT OAK BANCORP, INC. (0001391933) (Filer)",https://www.sec.gov/Archives/edgar/data/1391933/000092708926000003/0000927089-26-000003-index.htm
2026-01-15T14:54:50.123204+00:00,US,SEC,8-K,,,,8-K - ACTELIS NETWORKS INC (0001141284) (Filer),https://www.sec.gov/Archives/edgar/data/1141284/000121390026004512/0001213900-26-004512-index.htm
2026-01-15T13:53:46.177555+00:00,US,SEC,8-K,,,,8-K - GENUINE PARTS CO (0000040987) (Filer),https://www.sec.gov/Archives/edgar/data/40987/000119312526013595/0001193125-26-013595-index.htm
2026-01-15T13:53:46.177594+00:00,US,SEC,8-K,,,,8-K - QUANTUM CORP /DE/ (0000709283) (Filer),https://www.sec.gov/Archives/edgar/data/709283/000162828026002121/0001628280-26-002121-index.htm
2026-01-15T13:53:46.177619+00:00,US,SEC,8-K,,,,8-K - GENERAL ELECTRIC CO (0000040545) (Filer),https://www.sec.gov/Archives/edgar/data/40545/000004054526000002/0000040545-26-000002-index.htm
2026-01-15T13:53:46.177630+00:00,US,SEC,8-K,,,,8-K - Philip Morris International Inc. (0001413329) (Filer),https://www.sec.gov/Archives/edgar/data/1413329/000162828026002116/0001628280-26-002116-index.htm
2026-01-15T13:53:46.177640+00:00,US,SEC,8-K,,,,"8-K - ImmunityBio, Inc. (0001326110) (Filer)",https://www.sec.gov/Archives/edgar/data/1326110/000132611026000008/0001326110-26-000008-index.htm
2026-01-15T13:53:46.177645+00:00,US,SEC,8-K,,,,"8-K - Strive, Inc. (0001920406) (Filer)",https://www.sec.gov/Archives/edgar/data/1920406/000162828026002115/0001628280-26-002115-index.htm
2026-01-15T13:53:46.177654+00:00,US,SEC,8-K,,,,8-K - MORGAN STANLEY (0000895421) (Filer),https://www.sec.gov/Archives/edgar/data/895421/000089542126000007/0000895421-26-000007-index.htm
2026-01-15T13:53:46.177658+00:00,US,SEC,8-K,,,,"8-K - Inuvo, Inc. (0000829323) (Filer)",https://www.sec.gov/Archives/edgar/data/829323/000165495426000372/0001654954-26-000372-index.htm
2026-01-15T13:53:46.177671+00:00,US,SEC,8-K,,,,8-K - GBT Technologies Inc. (0001471781) (Filer),https://www.sec.gov/Archives/edgar/data/1471781/000173112226000064/0001731122-26-000064-index.htm
2026-01-15T13:53:46.177679+00:00,US,SEC,8-K,,,,"8-K - Ocugen, Inc. (0001372299) (Filer)",https://www.sec.gov/Archives/edgar/data/1372299/000110465926003900/0001104659-26-003900-index.htm
2026-01-15T11:53:27.932256+00:00,US,SEC,8-K,,,,"8-K - Lumexa Imaging Holdings, Inc. (0002071288) (Filer)",https://www.sec.gov/Archives/edgar/data/2071288/000119312526013511/0001193125-26-013511-index.htm
2026-01-15T11:38:36.378676+00:00,US,SEC,8-K,,,,"8-K - BlackRock, Inc. (0002012383) (Filer)",https://www.sec.gov/Archives/edgar/data/2012383/000119312526013503/0001193125-26-013503-index.htm
2026-01-15T11:38:36.378694+00:00,US,SEC,8-K,,,,8-K - FIRST HORIZON CORP (0000036966) (Filer),https://www.sec.gov/Archives/edgar/data/36966/000003696626000012/0000036966-26-000012-index.htm
2026-01-15T11:38:36.378705+00:00,US,SEC,8-K,,,,8-K - INSTEEL INDUSTRIES INC (0000764401) (Filer),https://www.sec.gov/Archives/edgar/data/764401/000143774926001309/0001437749-26-001309-index.htm
2026-01-15T11:38:36.378728+00:00,US,SEC,8-K,,,,"8-K - Aspire Biopharma Holdings, Inc. (0001847345) (Filer)",https://www.sec.gov/Archives/edgar/data/1847345/000149315226002326/0001493152-26-002326-index.htm
2026-01-15T11:38:36.378733+00:00,US,SEC,8-K,,,,8-K - VAALCO ENERGY INC /DE/ (0000894627) (Filer),https://www.sec.gov/Archives/edgar/data/894627/000089462726000002/0000894627-26-000002-index.htm
2026-01-15T11:38:36.378770+00:00,US,SEC,8-K,,,,8-K - Artificial Intelligence Technology Solutions Inc. (0001498148) (Filer),https://www.sec.gov/Archives/edgar/data/1498148/000149315226002315/0001493152-26-002315-index.htm
2026-01-15T11:38:36.378776+00:00,US,SEC,8-K,,,,8-K - Compass Diversified Holdings (0001345126) (Filer),https://www.sec.gov/Archives/edgar/data/1345126/000134512626000014/0001345126-26-000014-index.htm
2026-01-15T11:38:36.378780+00:00,US,SEC,8-K,,,,8-K - Compass Group Diversified Holdings LLC (0001345122) (Filer),https://www.sec.gov/Archives/edgar/data/1345122/000134512626000014/0001345126-26-000014-index.htm
2026-01-14T21:56:59.883497+00:00,US,SEC,8-K,,,,8-K - FIRST CITIZENS BANCSHARES INC /DE/ (0000798941) (Filer),https://www.sec.gov/Archives/edgar/data/798941/000079894126000007/0000798941-26-000007-index.htm
2026-01-14T21:56:59.883552+00:00,US,SEC,8-K,,,,"8-K - Orchid Island Capital, Inc. (0001518621) (Filer)",https://www.sec.gov/Archives/edgar/data/1518621/000143774926001277/0001437749-26-001277-index.htm
2026-01-14T21:56:59.883558+00:00,US,SEC,8-K,,,,8-K - Rainmaker Worldwide Inc. (0001872292) (Filer),https://www.sec.gov/Archives/edgar/data/1872292/000149315226002277/0001493152-26-002277-index.htm
2026-01-14T19:50:36.119930+00:00,US,SEC,8-K,,,,"8-K - CNL Healthcare Properties, Inc. (0001496454) (Filer)",https://www.sec.gov/Archives/edgar/data/1496454/000119312526012803/0001193125-26-012803-index.htm
2026-01-14T18:59:49.048621+00:00,US,SEC,8-K,,,,8-K - NOVAGOLD RESOURCES INC (0001173420) (Filer),https://www.sec.gov/Archives/edgar/data/1173420/000117184326000254/0001171843-26-000254-index.htm
2026-01-14T17:54:17.648851+00:00,US,SEC,8-K,,,,"8-K - Sana Biotechnology, Inc. (0001770121) (Filer)",https://www.sec.gov/Archives/edgar/data/1770121/000119312526012664/0001193125-26-012664-index.htm
2026-01-14T17:54:17.648875+00:00,US,SEC,8-K,,,,"8-K - Nexscient, Inc. (0001976663) (Filer)",https://www.sec.gov/Archives/edgar/data/1976663/000147793226000196/0001477932-26-000196-index.htm
2026-01-14T15:47:39.361629+00:00,US,SEC,8-K,,,,8-K - Future FinTech Group Inc. (0001066923) (Filer),https://www.sec.gov/Archives/edgar/data/1066923/000121390026004240/0001213900-26-004240-index.htm
2026-01-14T14:56:28.080492+00:00,US,SEC,8-K,,,,"8-K - IF Bancorp, Inc. (0001514743) (Filer)",https://www.sec.gov/Archives/edgar/data/1514743/000094337426000011/0000943374-26-000011-index.htm
2026-01-14T13:53:47.043755+00:00,US,SEC,8-K,,,,8-K - ARMSTRONG WORLD INDUSTRIES INC (0000007431) (Filer),https://www.sec.gov/Archives/edgar/data/7431/000119312526012306/0001193125-26-012306-index.htm
2026-01-14T13:53:47.043794+00:00,US,SEC,8-K,,,,"8-K - ImmunityBio, Inc. (0001326110) (Filer)",https://www.sec.gov/Archives/edgar/data/1326110/000132611026000004/0001326110-26-000004-index.htm
2026-01-14T13:53:47.043813+00:00,US,SEC,8-K,,,,8-K - LivaNova PLC (0001639691) (Filer),https://www.sec.gov/Archives/edgar/data/1639691/000163969126000002/0001639691-26-000002-index.htm
2026-01-14T13:53:47.043819+00:00,US,SEC,8-K,,,,"8-K - CLOVER HEALTH INVESTMENTS, CORP. /DE (0001801170) (Filer)",https://www.sec.gov/Archives/edgar/data/1801170/000180117026000020/0001801170-26-000020-index.htm
2026-01-14T13:53:47.043829+00:00,US,SEC,8-K,,,,"8-K - KULR Technology Group, Inc. (0001662684) (Filer)",https://www.sec.gov/Archives/edgar/data/1662684/000110465926003564/0001104659-26-003564-index.htm
2026-01-14T13:53:47.043836+00:00,US,SEC,8-K,,,,"8-K - Aveanna Healthcare Holdings, Inc. (0001832332) (Filer)",https://www.sec.gov/Archives/edgar/data/1832332/000119312526012301/0001193125-26-012301-index.htm
2026-01-14T11:56:10.043841+00:00,US,SEC,8-K,,,,8-K - LABCORP HOLDINGS INC. (0000920148) (Filer),https://www.sec.gov/Archives/edgar/data/920148/000092014826000009/0000920148-26-000009-index.htm
2026-01-14T11:56:10.043869+00:00,US,SEC,8-K,,,,8-K - BANK OF AMERICA CORP /DE/ (0000070858) (Filer),https://www.sec.gov/Archives/edgar/data/70858/000007085826000020/0000070858-26-000020-index.htm
2026-01-14T11:56:10.043879+00:00,US,SEC,8-K,,,,8-K - MAGNACHIP SEMICONDUCTOR Corp (0001325702) (Filer),https://www.sec.gov/Archives/edgar/data/1325702/000119312526012251/0001193125-26-012251-index.htm
2026-01-14T11:40:15.176066+00:00,US,SEC,8-K,,,,"8-K - Nuvalent, Inc. (0001861560) (Filer)",https://www.sec.gov/Archives/edgar/data/1861560/000119312526012243/0001193125-26-012243-index.htm
2026-01-14T11:40:15.176085+00:00,US,SEC,8-K,,,,8-K - WELLS FARGO & COMPANY/MN (0000072971) (Filer),https://www.sec.gov/Archives/edgar/data/72971/000007297126000009/0000072971-26-000009-index.htm
2026-01-14T11:40:15.176100+00:00,US,SEC,8-K,,,,8-K - Palladyne AI Corp. (0001826681) (Filer),https://www.sec.gov/Archives/edgar/data/1826681/000119312526012228/0001193125-26-012228-index.htm
2026-01-14T11:40:15.176111+00:00,US,SEC,8-K,,,,8-K - Artificial Intelligence Technology Solutions Inc. (0001498148) (Filer),https://www.sec.gov/Archives/edgar/data/1498148/000149315226002113/0001493152-26-002113-index.htm
2026-01-14T11:40:15.176130+00:00,US,SEC,8-K,,,,8-K - SemiLEDs Corp (0001333822) (Filer),https://www.sec.gov/Archives/edgar/data/1333822/000119312526012216/0001193125-26-012216-index.htm
2026-01-14T11:40:15.176140+00:00,US,SEC,8-K,,,,"8-K - Funko, Inc. (0001704711) (Filer)",https://www.sec.gov/Archives/edgar/data/1704711/000119312526012212/0001193125-26-012212-index.htm
2026-01-14T11:40:15.176145+00:00,US,SEC,8-K,,,,8-K - Playtika Holding Corp. (0001828016) (Filer),https://www.sec.gov/Archives/edgar/data/1828016/000182801626000003/0001828016-26-000003-index.htm
2026-01-14T11:40:15.176149+00:00,US,SEC,8-K,,,,"8-K - SharonAI Holdings, Inc. (0002068385) (Filer)",https://www.sec.gov/Archives/edgar/data/2068385/000182912626000288/0001829126-26-000288-index.htm
2026-01-13T21:56:15.843172+00:00,US,SEC,8-K,,,,8-K - SLM Student Loan Trust 2004-10 (0001321769) (Filer),https://www.sec.gov/Archives/edgar/data/1321769/000114036126001107/0001140361-26-001107-index.htm
2026-01-13T21:56:15.843189+00:00,US,SEC,8-K,,,,"8-K - CG Oncology, Inc. (0001991792) (Filer)",https://www.sec.gov/Archives/edgar/data/1991792/000119312526011855/0001193125-26-011855-index.htm
2026-01-13T21:56:15.843220+00:00,US,SEC,8-K,,,,8-K - SLM Student Loan Trust 2004-1 (0001321766) (Filer),https://www.sec.gov/Archives/edgar/data/1321766/000114036126001105/0001140361-26-001105-index.htm
2026-01-13T21:45:46.724506+00:00,US,SEC,8-K,,,,8-K - Mountain Lake Acquisition Corp. (0002029492) (Filer),https://www.sec.gov/Archives/edgar/data/2029492/000121390026003955/0001213900-26-003955-index.htm
2026-01-13T21:45:46.724559+00:00,US,SEC,8-K,,,,"8-K - AVIAT NETWORKS, INC. (0001377789) (Filer)",https://www.sec.gov/Archives/edgar/data/1377789/000162828026001978/0001628280-26-001978-index.htm
2026-01-13T21:45:46.724612+00:00,US,SEC,8-K,,,,"8-K - Guardian Pharmacy Services, Inc. (0001802255) (Filer)",https://www.sec.gov/Archives/edgar/data/1802255/000119312526011826/0001193125-26-011826-index.htm
2026-01-13T21:00:43.451362+00:00,US,SEC,8-K,,,,8-K - ACADIA PHARMACEUTICALS INC (0001070494) (Filer),https://www.sec.gov/Archives/edgar/data/1070494/000119312526011706/0001193125-26-011706-index.htm
2026-01-13T19:34:15.770856+00:00,,,,,,,8-K - LAKELAND FINANCIAL CORP (0000721994) (Filer),https://www.sec.gov/Archives/edgar/data/721994/000072199426000003/0000721994-26-000003-index.htm
2026-01-13T18:58:57.426311+00:00,,,,,,,8-K - Federal Home Loan Bank of New York (0001329842) (Filer),https://www.sec.gov/Archives/edgar/data/1329842/000165495426000328/0001654954-26-000328-index.htm
2026-01-13T17:54:48.847551+00:00,,,,,,,8-K - FIVE STAR BANCORP (0001275168) (Filer),https://www.sec.gov/Archives/edgar/data/1275168/000162828026001931/0001628280-26-001931-index.htm
2026-01-13T17:54:48.847551+00:00,,,,,,,8-K - JONES FINANCIAL COMPANIES LLLP (0000815917) (Filer),https://www.sec.gov/Archives/edgar/data/815917/000119312526011396/0001193125-26-011396-index.htm
2026-01-13T15:53:46.356367+00:00,,,,,,,"8-K - RCI HOSPITALITY HOLDINGS, INC. (0000935419) (Filer)",https://www.sec.gov/Archives/edgar/data/935419/000162828026001922/0001628280-26-001922-index.htm
2026-01-13T14:56:51.362766+00:00,,,,,,,8-K - CASTLE BIOSCIENCES INC (0001447362) (Filer),https://www.sec.gov/Archives/edgar/data/1447362/000162828026001909/0001628280-26-001909-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Pagaya Technologies Ltd. (0001883085) (Filer),https://www.sec.gov/Archives/edgar/data/1883085/000188308526000004/0001883085-26-000004-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - AVITA Medical, Inc. (0001762303) (Filer)",https://www.sec.gov/Archives/edgar/data/1762303/000119312526011167/0001193125-26-011167-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - PureCycle Technologies, Inc. (0001830033) (Filer)",https://www.sec.gov/Archives/edgar/data/1830033/000119312526011168/0001193125-26-011168-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Nukkleus Inc. (0001787518) (Filer),https://www.sec.gov/Archives/edgar/data/1787518/000121390026003686/0001213900-26-003686-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Expion360 Inc. (0001894954) (Filer),https://www.sec.gov/Archives/edgar/data/1894954/000190359626000008/0001903596-26-000008-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - PHOTRONICS INC (0000810136) (Filer),https://www.sec.gov/Archives/edgar/data/810136/000114036126001053/0001140361-26-001053-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Worksport Ltd (0001096275) (Filer),https://www.sec.gov/Archives/edgar/data/1096275/000149315226001956/0001493152-26-001956-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - Beeline Holdings, Inc. (0001534708) (Filer)",https://www.sec.gov/Archives/edgar/data/1534708/000149315226001957/0001493152-26-001957-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - TruGolf Holdings, Inc. (0001857086) (Filer)",https://www.sec.gov/Archives/edgar/data/1857086/000149315226001958/0001493152-26-001958-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Pelthos Therapeutics Inc. (0001919246) (Filer),https://www.sec.gov/Archives/edgar/data/1919246/000175392626000097/0001753926-26-000097-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - IDEXX LABORATORIES INC /DE (0000874716) (Filer),https://www.sec.gov/Archives/edgar/data/874716/000110465926003103/0001104659-26-003103-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Biofrontera Inc. (0001858685) (Filer),https://www.sec.gov/Archives/edgar/data/1858685/000149315226001959/0001493152-26-001959-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - SS Innovations International, Inc. (0001676163) (Filer)",https://www.sec.gov/Archives/edgar/data/1676163/000121390026003688/0001213900-26-003688-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - AUDIOEYE INC (0001362190) (Filer),https://www.sec.gov/Archives/edgar/data/1362190/000110465926003108/0001104659-26-003108-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - NLIGHT, INC. (0001124796) (Filer)",https://www.sec.gov/Archives/edgar/data/1124796/000112479626000006/0001124796-26-000006-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Trump Media & Technology Group Corp. (0001849635) (Filer),https://www.sec.gov/Archives/edgar/data/1849635/000114036126001056/0001140361-26-001056-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Federal Home Loan Bank of Indianapolis (0001331754) (Filer),https://www.sec.gov/Archives/edgar/data/1331754/000133175426000007/0001331754-26-000007-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - Picard Medical, Inc. (0002030617) (Filer)",https://www.sec.gov/Archives/edgar/data/2030617/000182912626000265/0001829126-26-000265-index.htm
2026-01-13T11:53:03.768783+00:00,,,,,,,8-K - JPMORGAN CHASE & CO (0000019617) (Filer),https://www.sec.gov/Archives/edgar/data/19617/000162828026001902/0001628280-26-001902-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,"8-K - EBR Systems, Inc. (0001347123) (Filer)",https://www.sec.gov/Archives/edgar/data/1347123/000121465926000377/0001214659-26-000377-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Artificial Intelligence Technology Solutions Inc. (0001498148) (Filer),https://www.sec.gov/Archives/edgar/data/1498148/000149315226001931/0001493152-26-001931-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - UNITY BANCORP INC /NJ/ (0000920427) (Filer),https://www.sec.gov/Archives/edgar/data/920427/000092042726000004/0000920427-26-000004-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Bitcoin Depot Inc. (0001901799) (Filer),https://www.sec.gov/Archives/edgar/data/1901799/000119312526011043/0001193125-26-011043-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Offerpad Solutions Inc. (0001825024) (Filer),https://www.sec.gov/Archives/edgar/data/1825024/000119312526011046/0001193125-26-011046-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Milestone Pharmaceuticals Inc. (0001408443) (Filer),https://www.sec.gov/Archives/edgar/data/1408443/000110465926003038/0001104659-26-003038-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,"8-K - DELTA AIR LINES, INC. (0000027904) (Filer)",https://www.sec.gov/Archives/edgar/data/27904/000002790426000008/0000027904-26-000008-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Bank of New York Mellon Corp (0001390777) (Filer),https://www.sec.gov/Archives/edgar/data/1390777/000139077726000004/0001390777-26-000004-index.htm
2026-01-12T21:40:55.461541+00:00,,,,,,,"8-K - URSB Bancorp, Inc. (0002084261) (Filer)",https://www.sec.gov/Archives/edgar/data/2084261/000110465926002896/0001104659-26-002896-index.htm
2026-01-12T20:58:58.056391+00:00,,,,,,,"8-K - 10x Genomics, Inc. (0001770787) (Filer)",https://www.sec.gov/Archives/edgar/data/1770787/000162828026001808/0001628280-26-001808-index.htm
2026-01-12T19:50:25.315358+00:00,,,,,,,8-K - ENB Financial Corp (0001437479) (Filer),https://www.sec.gov/Archives/edgar/data/1437479/000117494726000030/0001174947-26-000030-index.htm
2026-01-12T16:59:27.825297+00:00,,,,,,,8-K - SPIRE INC (0001126956) (Filer),https://www.sec.gov/Archives/edgar/data/1126956/000119312526010094/0001193125-26-010094-index.htm
2026-01-12T15:53:19.127360+00:00,,,,,,,"8-K - First Watch Restaurant Group, Inc. (0001789940) (Filer)",https://www.sec.gov/Archives/edgar/data/1789940/000178994026000003/0001789940-26-000003-index.htm
2026-01-12T15:23:57.357310+00:00,,,,,,,8-K - BRISTOL MYERS SQUIBB CO (0000014272) (Filer),https://www.sec.gov/Archives/edgar/data/14272/000114036126000929/0001140361-26-000929-index.htm
2026-01-12T14:52:02.806809+00:00,,,,,,,"8-K - FIVE BELOW, INC (0001177609) (Filer)",https://www.sec.gov/Archives/edgar/data/1177609/000117760926000003/0001177609-26-000003-index.htm
